RID,原文斷詞,原文出題,原文答案,原文規則,原文出題規則,原文出題答案
534,勤勞_a1 和_c1 商人_物1 做_v1 朋友_物2 ，_w1 商人_人1 的_u1 貨物_物3 就_d1 可以_v2 流通_v3,勤勞和商人做朋友，商人的什麼就可以流通,貨物,a1 + c1 + 物1 + v1 + 物2 + w1 + 人1 + u1 + 物3 + d1 + v2 + v3,a1 + c1 + 物1 + v1 + 物2 + w1 + 物1 + u1 + 什麼 + d1 + v2 + v3,物3
535,學生_人1 和_c1 勤勞_a1 做_v1 朋友_物1 ，_w1 學生_人2 的_u1 成績_物2 就_d1 可以_v2 進步_v3,誰和勤勞做朋友，學生的成績就可以進步,學生,人1 + c1 + a1 + v1 + 物1 + w1 + 人2 + u1 + 物2 + d1 + v2 + v3,誰 + c1 + a1 + v1 + 物1 + w1 + 人1 + u1 + 物2 + d1 + v2 + v3,人2
536,學生_人1 和_c1 勤勞_a1 做_v1 朋友_物1 ，_w1 學生_人2 的_u1 成績_物2 就_d1 可以_v2 進步_v3,學生和誰做朋友，學生的成績就可以進步,學生,人1 + c1 + a1 + v1 + 物1 + w1 + 人2 + u1 + 物2 + d1 + v2 + v3,人1 + c1 + 誰 + v1 + 物1 + w1 + 人1 + u1 + 物2 + d1 + v2 + v3,人2
537,學生_人1 和_c1 勤勞_a1 做_v1 朋友_物1 ，_w1 學生_人2 的_u1 成績_物2 就_d1 可以_v2 進步_v3,學生和勤勞做朋友，誰的成績就可以進步,學生,人1 + c1 + a1 + v1 + 物1 + w1 + 人2 + u1 + 物2 + d1 + v2 + v3,人1 + c1 + a1 + v1 + 物1 + w1 + 誰 + u1 + 物2 + d1 + v2 + v3,人2
538,學生_人1 和_c1 勤勞_a1 做_v1 朋友_物1 ，_w1 學生_人2 的_u1 成績_物2 就_d1 可以_v2 進步_v3,學生和勤勞做朋友，學生的什麼就可以進步,成績,人1 + c1 + a1 + v1 + 物1 + w1 + 人2 + u1 + 物2 + d1 + v2 + v3,人1 + c1 + a1 + v1 + 物1 + w1 + 人1 + u1 + 什麼 + d1 + v2 + v3,物2
539,聰明_a1 的_u1 人_人1 都_d1 喜歡_v1 跟_p1 勤勞_a2 接近_v2,聰明的誰都喜歡跟勤勞接近,人,a1 + u1 + 人1 + d1 + v1 + p1 + a2 + v2,a1 + u1 + 誰 + d1 + v1 + p1 + a2 + v2,人1
540,農人_人1 和_c1 懶惰_物1 做_v1 朋友_物2 ，_w1 收穫_人2 就_d1 減少_v2,誰和懶惰做朋友，收穫就減少,農人,人1 + c1 + 物1 + v1 + 物2 + w1 + 人2 + d1 + v2,誰 + c1 + 物1 + v1 + 物2 + w1 + 人2 + d1 + v2,人1
541,工人_人1 和_c1 懶惰_物1 做_v1 朋友_物2 ，_w1 產品_人2 就_d1 會_v2 粗陋_a1,誰和懶惰做朋友，產品就會粗陋,工人,人1 + c1 + 物1 + v1 + 物2 + w1 + 人2 + d1 + v2 + a1,誰 + c1 + 物1 + v1 + 物2 + w1 + 人2 + d1 + v2 + a1,人1
542,商人_人1 和_c1 它_人2 做_v1 朋友_物1 ，_w1 業績_人3 就_d1 會_v2 減少_v3,誰和它做朋友，業績就會減少,商人,人1 + c1 + 人2 + v1 + 物1 + w1 + 人3 + d1 + v2 + v3,誰 + c1 + 人2 + v1 + 物1 + w1 + 人3 + d1 + v2 + v3,人1
543,商人_人1 和_c1 它_人2 做_v1 朋友_物1 ，_w1 業績_人3 就_d1 會_v2 減少_v3,商人和誰做朋友，業績就會減少,它,人1 + c1 + 人2 + v1 + 物1 + w1 + 人3 + d1 + v2 + v3,人1 + c1 + 誰 + v1 + 物1 + w1 + 人3 + d1 + v2 + v3,人2
544,於是_c1 先_d1 嘗_v1 到_v2 快樂_a1 的_u1 滋味_物1 ，_w1 再_d2 體會_v3 痛苦_a2 和_c2 後悔_物2,於是先嘗到快樂的滋味，再體會痛苦和什麼,後悔,c1 + d1 + v1 + v2 + a1 + u1 + 物1 + w1 + d2 + v3 + a2 + c2 + 物2,c1 + d1 + v1 + v2 + a1 + u1 + 物1 + w1 + d2 + v3 + a2 + c2 + 什麼,物2
545,再_d1 體會_v1 痛苦_a1 和_c1 後悔_物1,再體會痛苦和什麼,後悔,d1 + v1 + a1 + c1 + 物1,d1 + v1 + a1 + c1 + 什麼,物1
546,所以_c1 我們_人1 要_v1 做_v2 一個_m1 勤勞_a1 的_u1 人_物1,所以誰要做一個勤勞的人,我們,c1 + 人1 + v1 + v2 + m1 + a1 + u1 + 物1,c1 + 誰 + v1 + v2 + m1 + a1 + u1 + 物1,人1
547,你_人1 從_p1 廣大_b1 的_u1 田野_物1 流過_v1,誰從廣大的田野流過,你,人1 + p1 + b1 + u1 + 物1 + v1,誰 + p1 + b1 + u1 + 物1 + v1,人1
548,帶來_v1 深山_物1 裡_f1 的_u1 氣息_物2,帶來深山的什麼東西,氣息,v1 + 物1 + f1 + u1 + 物2,v1 + 物1 + u1 + 什麼東西,物2
549,松針_人1 和_c1 青苔_物1 把_p1 河水_物2 染_v1 綠_a1 了_y1,松針和什麼把河水染綠了,青苔,人1 + c1 + 物1 + p1 + 物2 + v1 + a1 + y1,人1 + c1 + 什麼 + p1 + 物2 + v1 + a1 + y1,物1
550,松針_人1 和_c1 青苔_物1 把_p1 河水_物2 染_v1 綠_a1 了_y1,松針和青苔把什麼染綠了,河水,人1 + c1 + 物1 + p1 + 物2 + v1 + a1 + y1,人1 + c1 + 物1 + p1 + 什麼 + v1 + a1 + y1,物2
551,你_人1 從_p1 都市_物1 的_u1 邊緣_物2 流過_v1,誰從都市的邊緣流過,你,人1 + p1 + 物1 + u1 + 物2 + v1,誰 + p1 + 物1 + u1 + 物2 + v1,人1
552,帶來_v1 人群_物1 的_u1 快樂_a1 和_c1 奮勉_物2,帶來人群的什麼和勤勉,奮勉,v1 + 物1 + u1 + a1 + c1 + 物2,v1 + 物1 + u1 + 什麼 + c1,物2
553,帶來_v1 人群_物1 的_u1 快樂_a1 和_c1 奮勉_物2,帶來人群的快樂和什麼,奮勉,v1 + 物1 + u1 + a1 + c1 + 物2,v1 + 物1 + u1 + a1 + c1 + 什麼,物2
554,李_nr1 先生_物1 的_u1 好_a1 脾氣_物2 是_vshi1 很_d1 有名_a2 的_u2,李先生的什麼是很有名的,脾氣,nr1 + 物1 + u1 + a1 + 物2 + vshi1 + d1 + a2 + u2,nr1 + 物1 + u1 + 什麼 + vshi1 + d1 + a2 + u1,物2
555,鄰居_人1 們_k1 覺得_v1 他_人2 的_u1 好_a1 脾氣_物1 真是_d1 稀奇_a2 ，_w1 都_d2 對_p1 他_人3 佩服_v2 得_u2 不得了_a3,誰覺得他的好脾氣真是稀奇，都對他佩服得不得了,鄰居,人1 + k1 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2 + w1 + d2 + p1 + 人3 + v2 + u2 + a3,誰 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2 + w1 + d2 + p1 + 人2 + v2 + u2 + a3,人1
556,鄰居_人1 們_k1 覺得_v1 他_人2 的_u1 好_a1 脾氣_物1 真是_d1 稀奇_a2 ，_w1 都_d2 對_p1 他_人3 佩服_v2 得_u2 不得了_a3,鄰居們覺得誰的好脾氣真是稀奇，都對他佩服得不得了,他,人1 + k1 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2 + w1 + d2 + p1 + 人3 + v2 + u2 + a3,人1 + k1 + v1 + 誰 + u1 + a1 + 物1 + d1 + a2 + w1 + d2 + p1 + 人2 + v2 + u2 + a3,人3
557,鄰居_人1 們_k1 覺得_v1 他_人2 的_u1 好_a1 脾氣_物1 真是_d1 稀奇_a2 ，_w1 都_d2 對_p1 他_人3 佩服_v2 得_u2 不得了_a3,鄰居們覺得他的好脾氣真是稀奇，都對誰佩服得不得了,他,人1 + k1 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2 + w1 + d2 + p1 + 人3 + v2 + u2 + a3,人1 + k1 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2 + w1 + d2 + p1 + 誰 + v2 + u2 + a3,人3
558,鄰居_人1 們_k1 覺得_v1 他_人2 的_u1 好_a1 脾氣_物1 真是_d1 稀奇_a2 ，_w1 都_d2 對_p1 他_人3 佩服_v2 得_u2 不得了_a3,鄰居們覺得他的什麼東西真是稀奇，都對他佩服得不得了,脾氣,人1 + k1 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2 + w1 + d2 + p1 + 人3 + v2 + u2 + a3,人1 + k1 + v1 + 人2 + u1 + 什麼東西 + d1 + a2 + w1 + d2 + p1 + 人2 + v2 + u2 + a3,物1
559,鄰居_人1 們_k1 覺得_v1 他_人2 的_u1 好_a1 脾氣_物1 真是_d1 稀奇_a2,誰覺得他的好脾氣真是稀奇,鄰居,人1 + k1 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2,誰 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2,人1
560,鄰居_人1 們_k1 覺得_v1 他_人2 的_u1 好_a1 脾氣_物1 真是_d1 稀奇_a2,鄰居們覺得誰的好脾氣真是稀奇,他,人1 + k1 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2,人1 + k1 + v1 + 誰 + u1 + a1 + 物1 + d1 + a2,人2
561,鄰居_人1 們_k1 覺得_v1 他_人2 的_u1 好_a1 脾氣_物1 真是_d1 稀奇_a2,鄰居們覺得他的什麼東西真是稀奇,脾氣,人1 + k1 + v1 + 人2 + u1 + a1 + 物1 + d1 + a2,人1 + k1 + v1 + 人2 + u1 + 什麼東西 + d1 + a2,物1
562,都_d1 對_p1 他_人1 佩服_v1 得_u1 不得了_a1,都對誰佩服得不得了,他,d1 + p1 + 人1 + v1 + u1 + a1,d1 + p1 + 誰 + v1 + u1 + a1,人1
563,李_nr1 先生_人1 請_v1 幾_m1 個_q1 朋友_物1 到_v2 餐廳_物2 去_v3 吃飯_v4,誰請幾個朋友到餐廳去吃飯,先生,nr1 + 人1 + v1 + m1 + q1 + 物1 + v2 + 物2 + v3 + v4,誰 + v1 + m1 + q1 + 物1 + v2 + 物2 + v3 + v4,人1
564,上_v1 菜_物1 不_d1 小心_a1 ，_w1 把_p1 一_m1 碗_q1 熱_a2 湯_物2 打翻_v2 了_y1,上菜不小心，把一碗什麼東西打翻了,湯,v1 + 物1 + d1 + a1 + w1 + p1 + m1 + q1 + a2 + 物2 + v2 + y1,v1 + 物1 + d1 + a1 + w1 + p1 + m1 + q1 + 什麼東西 + v2 + y1,物2
565,不但_c1 弄_v1 髒_a1 了_y1 自己_r1 的_u1 袖子_物1 ，_w1 還_d1 濺_v2 了_y2 李_nr1 先生_物2 一身_物3,不但弄髒了自己的什麼，還濺了李先生一身,袖子,c1 + v1 + a1 + y1 + r1 + u1 + 物1 + w1 + d1 + v2 + y2 + nr1 + 物2 + 物3,c1 + v1 + a1 + y1 + r1 + u1 + 什麼 + w1 + d1 + v2 + y1 + nr1 + 物2 + 物3,物1
566,李_nr1 先生_人1 站_v1 起來_v2 ，_w1 從_p1 口袋_人2 裡_f1 掏_v3 出_v4 一_m1 條_q1 手帕_物1,誰站起來，從口袋裡掏出一條手帕,先生,nr1 + 人1 + v1 + v2 + w1 + p1 + 人2 + f1 + v3 + v4 + m1 + q1 + 物1,誰 + v1 + v2 + w1 + p1 + 人2 + f1 + v3 + v4 + m1 + q1 + 物1,人1
567,李_nr1 先生_人1 站_v1 起來_v2 ，_w1 從_p1 口袋_人2 裡_f1 掏_v3 出_v4 一_m1 條_q1 手帕_物1,李先生站起來，從口袋裡掏出一條什麼東西,手帕,nr1 + 人1 + v1 + v2 + w1 + p1 + 人2 + f1 + v3 + v4 + m1 + q1 + 物1,nr1 + 人1 + v1 + v2 + w1 + p1 + 人2 + f1 + v3 + v4 + m1 + q1 + 什麼東西,物1
568,朋友_人1 們_k1 以為_v1 他_人2 是_vshi1 要_v2 擦_v3 自己_r1 的_u1 衣服_物1 ，_w1 沒_d1 想到_v4 他_人3 伸手_v5 去_v6 擦_v7 服務生_物2 的_u2 袖子_物3,朋友們以為誰是要擦自己的衣服，沒想到他伸手去擦服務生的袖子,他,人1 + k1 + v1 + 人2 + vshi1 + v2 + v3 + r1 + u1 + 物1 + w1 + d1 + v4 + 人3 + v5 + v6 + v7 + 物2 + u2 + 物3,人1 + k1 + v1 + 誰 + vshi1 + v2 + v3 + r1 + u1 + 物1 + w1 + d1 + v4 + 人2 + v5 + v6 + v3 + 物2 + u1 + 物3,人3
569,朋友_人1 們_k1 以為_v1 他_人2 是_vshi1 要_v2 擦_v3 自己_r1 的_u1 衣服_物1 ，_w1 沒_d1 想到_v4 他_人3 伸手_v5 去_v6 擦_v7 服務生_物2 的_u2 袖子_物3,朋友們以為他是要擦自己的衣服，沒想到他伸手去擦誰的袖子,他,人1 + k1 + v1 + 人2 + vshi1 + v2 + v3 + r1 + u1 + 物1 + w1 + d1 + v4 + 人3 + v5 + v6 + v7 + 物2 + u2 + 物3,人1 + k1 + v1 + 人2 + vshi1 + v2 + v3 + r1 + u1 + 物1 + w1 + d1 + v4 + 人2 + v5 + v6 + v3 + 誰 + u1 + 物3,人3
570,朋友_人1 們_k1 以為_v1 他_人2 是_vshi1 要_v2 擦_v3 自己_r1 的_u1 衣服_物1 ，_w1 沒_d1 想到_v4 他_人3 伸手_v5 去_v6 擦_v7 服務生_物2 的_u2 袖子_物3,朋友們以為他是要擦自己的衣服，沒想到他伸手去擦服務生的什麼,他,人1 + k1 + v1 + 人2 + vshi1 + v2 + v3 + r1 + u1 + 物1 + w1 + d1 + v4 + 人3 + v5 + v6 + v7 + 物2 + u2 + 物3,人1 + k1 + v1 + 人2 + 人2 + vshi1 + v2 + v3 + v3 + r1 + u1 + u1 + 物1 + w1 + d1 + v4 + 誰 + v5 + v6 + 物2,人3
571,朋友_人1 們_k1 以為_v1 他_人2 是_vshi1 要_v2 擦_v3 自己_r1 的_u1 衣服_物1,朋友們以為誰是要擦自己的衣服,他,人1 + k1 + v1 + 人2 + vshi1 + v2 + v3 + r1 + u1 + 物1,人1 + k1 + v1 + 誰 + vshi1 + v2 + v3 + r1 + u1 + 物1,人2
572,朋友_人1 們_k1 以為_v1 他_人2 是_vshi1 要_v2 擦_v3 自己_r1 的_u1 衣服_物1,朋友們以為他是要擦自己的什麼,衣服,人1 + k1 + v1 + 人2 + vshi1 + v2 + v3 + r1 + u1 + 物1,人1 + k1 + v1 + 人2 + vshi1 + v2 + v3 + r1 + u1 + 什麼,物1
573,沒_d1 想到_v1 他_人1 伸手_v2 去_v3 擦_v4 服務生_物1 的_u1 袖子_物2,沒想到他伸手去擦服務生的什麼,袖子,d1 + v1 + 人1 + v2 + v3 + v4 + 物1 + u1 + 物2,d1 + v1 + 人1 + v2 + v3 + v4 + 物1 + u1 + 什麼,物2
574,他_人1 的_u1 態度_人2 就_d1 像_v1 對待_v2 自己_r1 的_u2 孩子_物1 一樣_u3,誰的態度就像對待自己的孩子一樣,他,人1 + u1 + 人2 + d1 + v1 + v2 + r1 + u2 + 物1 + u3,誰 + u1 + 人2 + d1 + v1 + v2 + r1 + u1 + 物1 + u3,人1
575,李_nr1 先生_人1 陪_v1 太太_v2 到_v3 醫院_物1 看病_v4,誰陪太太到醫院看病,先生,nr1 + 人1 + v1 + v2 + v3 + 物1 + v4,誰 + v1 + v2 + v3 + 物1 + v4,人1
576,李_nr1 先生_人1 鼻子_人2 被_p1 那個_r1 人_n1 的_u1 頭_物1 重重_z1 的_u2 撞_v1 了_y1 一下_m1,誰的鼻子背那個人的頭重重的撞了一下,先生,nr1 + 人1 + 人2 + p1 + r1 + n1 + u1 + 物1 + z1 + u2 + v1 + y1 + m1,誰 + u1 + 人2 + r1 + n1 + u1 + 物1 + z1 + u1 + v1 + y1 + m1,人1
577,李_nr1 先生_人1 鼻子_人2 被_p1 那個_r1 人_n1 的_u1 頭_物1 重重_z1 的_u2 撞_v1 了_y1 一下_m1,李先生的鼻子被那個人的什麼重重的撞了一下,頭,nr1 + 人1 + 人2 + p1 + r1 + n1 + u1 + 物1 + z1 + u2 + v1 + y1 + m1,nr1 + 人1 + u1 + 人2 + p1 + r1 + n1 + u1 + 什麼 + z1 + u1 + v1 + y1 + m1,物1
578,李_nr1 先生_人1 還_d1 伸手_v1 去_v2 摸_v3 護士_物1 的_u1 頭_物2,誰還伸手去摸護士的頭,先生,nr1 + 人1 + d1 + v1 + v2 + v3 + 物1 + u1 + 物2,誰 + d1 + v1 + v2 + v3 + 物1 + u1 + 物2,人1
579,難道_d1 你_人1 從來_d2 不_d3 生氣_a1 嗎_y1,難道誰從來不生氣嗎,你,d1 + 人1 + d2 + d3 + a1 + y1,d1 + 誰 + d2 + d3 + a1 + y1,人1
580,但是_c1 你_人1 只要_c2 多_a1 替_v1 別人_人2 想_v2 想_v3 ，_w1 氣_人3 就_d1 消_v4 了_y1,但是誰只要多替別人想想，氣就消了,你,c1 + 人1 + c2 + a1 + v1 + 人2 + v2 + v3 + w1 + 人3 + d1 + v4 + y1,c1 + 誰 + c2 + a1 + v1 + 人2 + v2 + v2 + w1 + 人3 + d1 + v4 + y1,人1
581,我_人1 總_d1 覺得_v1 ，_w1 隨便_a1 對_p1 人_人2 發脾氣_v2 是_vshi1 不_d2 應該_v3 的_u1,誰總覺得，隨便對人發脾氣是不應該的,我,人1 + d1 + v1 + w1 + a1 + p1 + 人2 + v2 + vshi1 + d2 + v3 + u1,誰 + d1 + v1 + w1 + a1 + p1 + 人2 + v2 + vshi1 + d2 + v3 + u1,人1
582,他_人1 父親_人2 是_vshi1 教_v1 聾啞人_物1 說話_v2 的_u1 專家_物2 ，_w1 所以_c1 貝爾_nrf1 從小_d1 就_d2 喜歡_v3 研究_v4 人類_物3 說話_v5 的_u2 聲音_物4,誰是教聾啞人說話的專家，所以貝爾從小就喜歡研究人類說話的聲音,他,人1 + 人2 + vshi1 + v1 + 物1 + v2 + u1 + 物2 + w1 + c1 + nrf1 + d1 + d2 + v3 + v4 + 物3 + v5 + u2 + 物4,誰 + vshi1 + v1 + 物1 + v2 + u1 + 物2 + w1 + c1 + nrf1 + d1 + d2 + v3 + v4 + 物3 + v2 + u1 + 物4,人1
583,他_人1 父親_人2 是_vshi1 教_v1 聾啞人_物1 說話_v2 的_u1 專家_物2,誰是教聾啞人說話的專家,他,人1 + 人2 + vshi1 + v1 + 物1 + v2 + u1 + 物2,誰 + vshi1 + v1 + 物1 + v2 + u1 + 物2,人1
584,他_人1 想_v1 電報_人2 可以_v2 把_p1 文字_人3 輸送_v3 到_v4 很_d1 遠_a1 的_u1 地方_物1 去_v5 ，_w1 有_vyou1 沒有_d2 可能_v6 把_p2 聲音_人4 也_d3 送_v7 到_v8 很_d4 遠_a2 的_u2 地_物2 方_n1 呢_y1 ？_w2,誰想電報可以把文字輸送到很遠的地方去，有沒有可能把聲音也送到很遠的地方呢,他,人1 + v1 + 人2 + v2 + p1 + 人3 + v3 + v4 + d1 + a1 + u1 + 物1 + v5 + w1 + vyou1 + d2 + v6 + p2 + 人4 + d3 + v7 + v8 + d4 + a2 + u2 + 物2 + n1 + y1 + w2,誰 + v1 + 人2 + v2 + p1 + 人3 + v3 + v4 + d1 + a1 + u1 + 物1 + v5 + w1 + vyou1 + d2 + v6 + p1 + 人4 + d3 + v7 + v4 + d1 + a1 + u1 + 物1 + y1,人1
585,他_人1 想_v1 電報_人2 可以_v2 把_p1 文字_人3 輸送_v3 到_v4 很_d1 遠_a1 的_u1 地方_物1 去_v5 ，_w1 有_vyou1 沒有_d2 可能_v6 把_p2 聲音_人4 也_d3 送_v7 到_v8 很_d4 遠_a2 的_u2 地_物2 方_n1 呢_y1 ？_w2,他想什麼東西可以把文字輸送到很遠的地方去，有沒有可能把聲音也送到很遠的地方呢,地,人1 + v1 + 人2 + v2 + p1 + 人3 + v3 + v4 + d1 + a1 + u1 + 物1 + v5 + w1 + vyou1 + d2 + v6 + p2 + 人4 + d3 + v7 + v8 + d4 + a2 + u2 + 物2 + n1 + y1 + w2,人1 + v1 + 什麼東西 + v2 + p1 + 人3 + v3 + v4 + d1 + a1 + u1 + 物1 + v5 + w1 + vyou1 + d2 + v6 + p1 + 人4 + d3 + v7 + v4 + d1 + a1 + u1 + 物1 + y1,物2
586,他_人1 想_v1 電報_人2 可以_v2 把_p1 文字_人3 輸送_v3 到_v4 很_d1 遠_a1 的_u1 地方_物1 去_v5 ，_w1 有_vyou1 沒有_d2 可能_v6 把_p2 聲音_人4 也_d3 送_v7 到_v8 很_d4 遠_a2 的_u2 地_物2 方_n1 呢_y1 ？_w2,他想電報可以把什麼輸送到很遠的地方去，有沒有可能把聲音也送到很遠的地方呢,地,人1 + v1 + 人2 + v2 + p1 + 人3 + v3 + v4 + d1 + a1 + u1 + 物1 + v5 + w1 + vyou1 + d2 + v6 + p2 + 人4 + d3 + v7 + v8 + d4 + a2 + u2 + 物2 + n1 + y1 + w2,人1 + v1 + 人2 + v2 + p1 + 什麼 + v3 + v4 + d1 + a1 + u1 + 物1 + v5 + w1 + vyou1 + d2 + v6 + p1 + 人4 + d3 + v7 + v4 + d1 + a1 + u1 + 物1 + y1,物2
587,他_人1 想_v1 電報_人2 可以_v2 把_p1 文字_人3 輸送_v3 到_v4 很_d1 遠_a1 的_u1 地方_物1 去_v5 ，_w1 有_vyou1 沒有_d2 可能_v6 把_p2 聲音_人4 也_d3 送_v7 到_v8 很_d4 遠_a2 的_u2 地_物2 方_n1 呢_y1 ？_w2,他想電報可以把文字輸送到很遠的地方去，有沒有可能把什麼東西也送到很遠的地方呢,地,人1 + v1 + 人2 + v2 + p1 + 人3 + v3 + v4 + d1 + a1 + u1 + 物1 + v5 + w1 + vyou1 + d2 + v6 + p2 + 人4 + d3 + v7 + v8 + d4 + a2 + u2 + 物2 + n1 + y1 + w2,人1 + v1 + 人2 + v2 + p1 + 人3 + v3 + v4 + d1 + a1 + u1 + 物1 + v5 + w1 + vyou1 + d2 + v6 + p1 + 什麼東西 + d3 + v7 + v4 + d1 + a1 + u1 + 物1 + y1,物2
588,他_人1 想_v1 電報_人2 可以_v2 把_p1 文字_人3 輸送_v3 到_v4 很_d1 遠_a1 的_u1 地方_物1 去_v5,誰想電報可以把文字輸送到很遠的地方去,他,人1 + v1 + 人2 + v2 + p1 + 人3 + v3 + v4 + d1 + a1 + u1 + 物1 + v5,誰 + v1 + 人2 + v2 + p1 + 人3 + v3 + v4 + d1 + a1 + u1 + 物1 + v5,人1
589,貝爾_nrf1 和_c1 他_人1 的_u1 朋友_人2 華生_nr1 開始_v1 研究_物1 電話_物2,貝爾和他的朋友華生開始研究什麼,電話,nrf1 + c1 + 人1 + u1 + 人2 + nr1 + v1 + 物1 + 物2,nrf1 + c1 + 人1 + u1 + 人2 + nr1 + v1 + 物1 + 什麼,物2
590,貝爾_nrf1 在_p1 另外_人1 一個_m1 房間_物1 研究_物2 電路_物3 ，_w1 卻_d1 不_d2 小心_a1 打翻_v1 了_y1 桌上_s1 實驗_物4 用_p2 的_u1 藥水_物5,貝爾在另外一個房間研究什麼，卻不小心打翻了桌上實驗用的藥水,電路,nrf1 + p1 + 人1 + m1 + 物1 + 物2 + 物3 + w1 + d1 + d2 + a1 + v1 + y1 + s1 + 物4 + p2 + u1 + 物5,nrf1 + p1 + 人1 + m1 + 物1 + 物2 + 什麼 + w1 + d1 + d2 + a1 + v1 + y1 + s1 + 物4 + p2 + u1 + 物5,物3
591,貝爾_nrf1 在_p1 另外_人1 一個_m1 房間_物1 研究_物2 電路_物3 ，_w1 卻_d1 不_d2 小心_a1 打翻_v1 了_y1 桌上_s1 實驗_物4 用_p2 的_u1 藥水_物5,貝爾在另外一個房間研究電路，卻不小心打翻了桌上實驗用的什麼,藥水,nrf1 + p1 + 人1 + m1 + 物1 + 物2 + 物3 + w1 + d1 + d2 + a1 + v1 + y1 + s1 + 物4 + p2 + u1 + 物5,nrf1 + p1 + 人1 + m1 + 物1 + 物2 + 物3 + w1 + d1 + d2 + a1 + v1 + y1 + s1 + 物4 + p2 + u1 + 什麼,物5
592,卻_d1 不_d2 小心_a1 打翻_v1 了_y1 桌上_s1 實驗_物1 用_p1 的_u1 藥水_物2,卻不小心打翻了桌上實驗用的什麼,藥水,d1 + d2 + a1 + v1 + y1 + s1 + 物1 + p1 + u1 + 物2,d1 + d2 + a1 + v1 + y1 + s1 + 物1 + p1 + u1 + 什麼,物2
593,在_p1 另_人1 一個_m1 房間_人2 剛_d1 要_v1 睡覺_v2 的_u1 華生_人3 ，_w1 聽到_v3 桌子_物1 上_f1 的_u2 受話器_物2 傳來_v4 貝爾_nrf1 的_u3 聲音_物3,在另一個房間剛要睡覺的誰，聽到桌子上的受話器傳來貝爾的聲音,華生,p1 + 人1 + m1 + 人2 + d1 + v1 + v2 + u1 + 人3 + w1 + v3 + 物1 + f1 + u2 + 物2 + v4 + nrf1 + u3 + 物3,p1 + 人1 + m1 + 人2 + d1 + v1 + v2 + u1 + 誰 + w1 + v3 + 物1 + f1 + u1 + 物2 + v4 + nrf1 + u1 + 物3,人3
594,在_p1 另_人1 一個_m1 房間_人2 剛_d1 要_v1 睡覺_v2 的_u1 華生_人3 ，_w1 聽到_v3 桌子_物1 上_f1 的_u2 受話器_物2 傳來_v4 貝爾_nrf1 的_u3 聲音_物3,在另一個房間剛要睡覺的華生，聽到桌子上的什麼傳來貝爾的聲音,受話器,p1 + 人1 + m1 + 人2 + d1 + v1 + v2 + u1 + 人3 + w1 + v3 + 物1 + f1 + u2 + 物2 + v4 + nrf1 + u3 + 物3,p1 + 人1 + m1 + 人2 + d1 + v1 + v2 + u1 + 人3 + w1 + v3 + 物1 + f1 + u1 + 什麼 + v4 + nrf1 + u1 + 物3,物2
595,在_p1 另_人1 一個_m1 房間_人2 剛_d1 要_v1 睡覺_v2 的_u1 華生_人3 ，_w1 聽到_v3 桌子_物1 上_f1 的_u2 受話器_物2 傳來_v4 貝爾_nrf1 的_u3 聲音_物3,在另一個房間剛要睡覺的華生，聽到桌子上的受話器傳來貝爾的什麼,聲音,p1 + 人1 + m1 + 人2 + d1 + v1 + v2 + u1 + 人3 + w1 + v3 + 物1 + f1 + u2 + 物2 + v4 + nrf1 + u3 + 物3,p1 + 人1 + m1 + 人2 + d1 + v1 + v2 + u1 + u1 + u1 + 人3 + w1 + v3 + 物1 + f1 + 物2 + v4 + nrf1 + 什麼,物3
596,在_p1 另_人1 一個_m1 房間_人2 剛_d1 要_v1 睡覺_v2 的_u1 華生_人3,在另一個房間剛要睡覺的誰,華生,p1 + 人1 + m1 + 人2 + d1 + v1 + v2 + u1 + 人3,p1 + 人1 + m1 + 人2 + d1 + v1 + v2 + u1 + 誰,人3
597,聽到_v1 桌子_物1 上_f1 的_u1 受話器_物2 傳來_v2 貝爾_nrf1 的_u2 聲音_物3,聽到桌子上的什麼傳來貝爾的聲音,受話器,v1 + 物1 + f1 + u1 + 物2 + v2 + nrf1 + u2 + 物3,v1 + 物1 + f1 + u1 + 什麼 + v2 + nrf1 + u1 + 物3,物2
598,聽到_v1 桌子_物1 上_f1 的_u1 受話器_物2 傳來_v2 貝爾_nrf1 的_u2 聲音_物3,聽到桌子上的受話器傳來貝爾的什麼,聲音,v1 + 物1 + f1 + u1 + 物2 + v2 + nrf1 + u2 + 物3,v1 + 物1 + f1 + u1 + u1 + 物2 + v2 + nrf1 + 什麼,物3
