冊/課,課文,題目,long
L8 L6,"冬天_時間 ，_x 山上_地方
積_v 了_ul 很多_m 雪_物",冬天，山上積了很多什麼,
L8 L6,"到_v 了_ul 夏天_時間 ，_x 積雪_物 變成_v 了_ul 
水_n ，_x 水_n 往下流_n",到了什麼時候，積雪便成了水，水往下流,
L8 L6,"到_v 了_ul 夏天_時間 ，_x 積雪_物 變成_v 了_ul 
水_n ，_x 水_n 往下流_n",到了夏天，什麼便成了水，水往下流,
L8 L6,"到_v 了_ul 夏天_時間 ，_x 積雪_物 變成_v 了_ul 
水_n",到了什麼時候，積雪便成了水,
L8 L6,"到_v 了_ul 夏天_時間 ，_x 積雪_物 變成_v 了_ul 
水_n",到了夏天，什麼便成了水,
L8 L6,"山下_地方 的_uj 水道_物 很窄_a ，_x 容_a 
不下_v 那麼_r 多_m 的_uj 水_物 ，_x 於_nr 是_v 就_d 淹沒_v 了_ul 兩_m 
岸_n 的_uj 土地_物",哪裡的水道很窄，容不下那麼多的水，於是就淹沒了兩岸的土地,o
L8 L6,"山下_地方 的_uj 水道_物 很窄_a ，_x 容_a 
不下_v 那麼_r 多_m 的_uj 水_物 ，_x 於_nr 是_v 就_d 淹沒_v 了_ul 兩_m 
岸_n 的_uj 土地_物",山下的水道很窄，容不下那麼多的什麼，於是就淹沒了兩岸的土地,o
L8 L6,"山下_地方 的_uj 水道_物 很窄_a ，_x 容_a 
不下_v 那麼_r 多_m 的_uj 水_物 ，_x 於_nr 是_v 就_d 淹沒_v 了_ul 兩_m 
岸_n 的_uj 土地_物",山下的水道很窄，容不下那麼多的水，於是就淹沒了兩岸的什麼,o
L8 L6,山下_地方 的_uj 水道_物 很窄_a,哪裡的水道很窄,
L8 L6,李冰_人 想出_v 了_ul 一個_m 辦法_n,誰想出了一個辦法,
L8 L6,"就是_d 打通_v
河邊_地方 的_uj 一座_m 小山_物 ，_x 再_d 開_v 一條_m 新_a 水道_物",就是打通哪裡的一座小山，再開一條新水道,
L8 L6,"他_人 在_p 河中_地方 築起_v 一道_m 分水堤_物 ，_x 把_p 河_物 
分成_v 兩個_m 水道_物",誰在河中築起一道分水堤，把河分成兩個水道,
L8 L6,"他_人 在_p 河中_地方 築起_v 一道_m 分水堤_物 ，_x 把_p 河_物 
分成_v 兩個_m 水道_物",他在河中築起一道什麼東西，把河分成兩個水道,
L8 L6,"他_人 在_p 河中_地方 築起_v 一道_m 分水堤_物 ，_x 把_p 河_物 
分成_v 兩個_m 水道_物",他在河中築起一道分水堤，把什麼分成兩個水道,
L8 L6,"平時_時間 水少_nr ，_x 就_d 走_v 一條_m 
水道_物",什麼時間水少，就走一條水道,
L8 L6,遇到_v 大水_物 時_zg ，_x 水_物 自動_d 往_p 兩條_m 水道_物 流去_v,遇到什麼時，水自動往兩條水道流去,
L8 L6,遇到_v 大水_物 時_zg ，_x 水_物 自動_d 往_p 兩條_m 水道_物 流去_v,遇到大水時，什麼自動往兩條水道流去,
L8 L6,"有_v 了_ul 這_r 兩條_m 水道_物 之_u 後_nr ，_x 就_d 不_d 
再_d 鬧_v 水災_事 了_ul",有了這兩條什麼之後，就不再鬧水災了,
L8 L6,"有_v 了_ul 這_r 兩條_m 水道_物 之_u 後_nr ，_x 就_d 不_d 
再_d 鬧_v 水災_事 了_ul",有了這兩條水道之後，就不再發生什麼事情了,
L8 L6,"李冰_人 教_v 河流兩岸_地方 的_uj 老百姓_人 
，_x 挖_v 了_ul 許多_m 水溝_物",誰教河流兩岸的老百姓，挖了許多水溝,
L8 L6,"李冰_人 教_v 河流兩岸_地方 的_uj 老百姓_人 
，_x 挖_v 了_ul 許多_m 水溝_物",李冰教河流兩岸的誰，挖了許多水溝,
L8 L6,"李冰_人 教_v 河流兩岸_地方 的_uj 老百姓_人 
，_x 挖_v 了_ul 許多_m 水溝_物",李冰教河流兩岸的老百姓，挖了許多什麼,
L8 L6,"把_p 水_物 引到_v 田裡_地方 ，_x 
使_v 荒地_物 變成_v 農田_物",把什麼引到田裡，使荒地變成農田,
L8 L6,"把_p 水_物 引到_v 田裡_地方 ，_x 
使_v 荒地_物 變成_v 農田_物",把水引到哪裡，使荒地變成農田,
L8 L6,"把_p 水_物 引到_v 田裡_地方 ，_x 
使_v 荒地_物 變成_v 農田_物",把水引到田裡，使什麼變成農田,
L8 L6,"把_p 水_物 引到_v 田裡_地方 ，_x 
使_v 荒地_物 變成_v 農田_物",把水引到田裡，使荒地變成什麼,
L8 L6,"當地_s 的_uj 老百姓_人 非_h 
常_d 感激_v 李冰_人",當地的誰非常感謝李冰,
L8 L6,"當地_s 的_uj 老百姓_人 非_h 
常_d 感激_v 李冰_人",當地的老百姓非常感謝誰,
L8 L6,"因為_c 他_人 整治_n 河流_物 ，_x 解除_v 
了_ul 大家_n 的_uj 痛苦_an",因為誰整治河流，解除了大家的痛苦,
L8 L6,"因為_c 他_人 整治_n 河流_物 ，_x 解除_v 
了_ul 大家_n 的_uj 痛苦_an",因為他整治什麼，解除了大家的痛苦,
